segment_variable,group,n,question_number,scale_type,item,mean,pct_1_2,pct_4_5,pct_5,net
Event relationship,"Attend, multiple times a year",91,38,importance,Project governance/policies,3.57,16.5,56.0,22.0,39.6
Event relationship,"Attend, annually or occasionally",90,38,importance,Project governance/policies,3.82,10.0,66.7,26.7,56.7
Event relationship,"Never attended, would like to",28,38,importance,Project governance/policies,4.0,3.6,67.9,35.7,64.3
Event relationship,All respondents,431,38,importance,"Advocacy on behalf of web standards (accessibility, privacy, etc.)",3.99,7.7,75.6,33.6,68.0
Event relationship,"Never attended, not interested",120,38,importance,"Advocacy on behalf of web standards (accessibility, privacy, etc.)",4.03,5.8,75.0,36.7,69.2
Event relationship,Stopped attending,94,38,importance,"Advocacy on behalf of web standards (accessibility, privacy, etc.)",4.18,6.4,84.0,43.6,77.7
Event relationship,"Attend, multiple times a year",91,38,importance,"Advocacy on behalf of web standards (accessibility, privacy, etc.)",3.82,8.8,71.4,22.0,62.6
Event relationship,"Attend, annually or occasionally",90,38,importance,"Advocacy on behalf of web standards (accessibility, privacy, etc.)",3.93,10.0,71.1,33.3,61.1
Event relationship,"Never attended, would like to",28,38,importance,"Advocacy on behalf of web standards (accessibility, privacy, etc.)",4.11,3.6,82.1,32.1,78.6
Event relationship,All respondents,431,38,importance,Participation in the WordPress community,3.52,10.0,53.4,15.3,43.4
Event relationship,"Never attended, not interested",120,38,importance,Participation in the WordPress community,2.88,20.8,19.2,3.3,-1.7
Event relationship,Stopped attending,94,38,importance,Participation in the WordPress community,3.53,9.6,58.5,10.6,48.9
Event relationship,"Attend, multiple times a year",91,38,importance,Participation in the WordPress community,4.13,2.2,82.4,35.2,80.2
Event relationship,"Attend, annually or occasionally",90,38,importance,Participation in the WordPress community,3.82,2.2,67.8,17.8,65.6
Event relationship,"Never attended, would like to",28,38,importance,Participation in the WordPress community,3.39,14.3,46.4,10.7,32.1
Event relationship,All respondents,431,38,importance,Feeling welcome/included,4.06,5.8,76.3,39.2,70.5
Event relationship,"Never attended, not interested",120,38,importance,Feeling welcome/included,3.74,10.0,60.8,30.0,50.8
Event relationship,Stopped attending,94,38,importance,Feeling welcome/included,4.11,3.2,77.7,39.4,74.5
Event relationship,"Attend, multiple times a year",91,38,importance,Feeling welcome/included,4.27,3.3,85.7,47.3,82.4
Event relationship,"Attend, annually or occasionally",90,38,importance,Feeling welcome/included,4.23,4.4,84.4,43.3,80.0
Event relationship,"Never attended, would like to",28,38,importance,Feeling welcome/included,4.25,3.6,82.1,46.4,78.6
Event relationship,All respondents,431,38,importance,Participating in a language other than English,2.46,45.2,19.7,6.3,-25.5
Event relationship,"Never attended, not interested",120,38,importance,Participating in a language other than English,2.23,47.5,8.3,1.7,-39.2
Event relationship,Stopped attending,94,38,importance,Participating in a language other than English,2.36,45.7,14.9,1.1,-30.9
Event relationship,"Attend, multiple times a year",91,38,importance,Participating in a language other than English,2.85,40.7,37.4,18.7,-3.3
Event relationship,"Attend, annually or occasionally",90,38,importance,Participating in a language other than English,2.6,42.2,25.6,6.7,-16.7
Event relationship,"Never attended, would like to",28,38,importance,Participating in a language other than English,2.11,57.1,10.7,0.0,-46.4
Event relationship,All respondents,431,38,importance,Working asynchronously,3.61,11.6,55.5,24.1,43.9
Event relationship,"Never attended, not interested",120,38,importance,Working asynchronously,3.45,14.2,47.5,22.5,33.3
Event relationship,Stopped attending,94,38,importance,Working asynchronously,3.48,12.8,54.3,16.0,41.5
Event relationship,"Attend, multiple times a year",91,38,importance,Working asynchronously,3.62,12.1,58.2,22.0,46.2
Event relationship,"Attend, annually or occasionally",90,38,importance,Working asynchronously,3.97,6.7,66.7,37.8,60.0
Event relationship,"Never attended, would like to",28,38,importance,Working asynchronously,3.64,7.1,53.6,21.4,46.4
Event relationship,All respondents,431,50,agreement,Attending in-person WordPress-related events is important to me.,3.13,35.3,46.6,21.3,11.4
Event relationship,"Never attended, not interested",120,50,agreement,Attending in-person WordPress-related events is important to me.,1.54,89.2,0.8,0.0,-88.3
Event relationship,Stopped attending,94,50,agreement,Attending in-person WordPress-related events is important to me.,2.87,36.2,31.9,6.4,-4.3
Event relationship,"Attend, multiple times a year",91,50,agreement,Attending in-person WordPress-related events is important to me.,4.66,0.0,95.6,70.3,95.6
Event relationship,"Attend, annually or occasionally",90,50,agreement,Attending in-person WordPress-related events is important to me.,4.03,4.4,84.4,23.3,80.0
Event relationship,"Never attended, would like to",28,50,agreement,Attending in-person WordPress-related events is important to me.,3.04,17.9,17.9,3.6,0.0
Event relationship,All respondents,431,57,importance,A location local to you,3.73,13.9,65.9,27.8,52.0
Event relationship,"Never attended, not interested",120,57,importance,A location local to you,3.63,15.8,60.8,30.0,45.0
Event relationship,Stopped attending,94,57,importance,A location local to you,3.94,9.6,74.5,33.0,64.9
Event relationship,"Attend, multiple times a year",91,57,importance,A location local to you,3.6,17.6,59.3,24.2,41.8
Event relationship,"Attend, annually or occasionally",90,57,importance,A location local to you,3.66,16.7,64.4,22.2,47.8
Event relationship,"Never attended, would like to",28,57,importance,A location local to you,4.21,0.0,89.3,32.1,89.3
Event relationship,All respondents,431,57,importance,A regional/destination location,3.42,16.7,54.3,13.9,37.6
Event relationship,"Never attended, not interested",120,57,importance,A regional/destination location,3.02,25.8,40.0,6.7,14.2
Event relationship,Stopped attending,94,57,importance,A regional/destination location,3.51,14.9,56.4,18.1,41.5
Event relationship,"Attend, multiple times a year",91,57,importance,A regional/destination location,3.6,13.2,60.4,19.8,47.3
Event relationship,"Attend, annually or occasionally",90,57,importance,A regional/destination location,3.58,13.3,63.3,12.2,50.0
Event relationship,"Never attended, would like to",28,57,importance,A regional/destination location,3.89,0.0,67.9,21.4,67.9
Event relationship,All respondents,431,57,importance,Events with smaller attendance,2.91,24.8,25.1,3.9,0.2
Event relationship,"Never attended, not interested",120,57,importance,Events with smaller attendance,3.08,18.3,34.2,5.0,15.8
Event relationship,Stopped attending,94,57,importance,Events with smaller attendance,3.1,19.1,27.7,6.4,8.5
Event relationship,"Attend, multiple times a year",91,57,importance,Events with smaller attendance,2.68,34.1,16.5,2.2,-17.6
Event relationship,"Attend, annually or occasionally",90,57,importance,Events with smaller attendance,2.7,32.2,18.9,1.1,-13.3
Event relationship,"Never attended, would like to",28,57,importance,Events with smaller attendance,3.14,14.3,28.6,7.1,14.3
Event relationship,All respondents,431,57,importance,Events with larger attendance,2.72,31.6,16.9,2.8,-14.6
Event relationship,"Never attended, not interested",120,57,importance,Events with larger attendance,2.41,41.7,5.0,0.8,-36.7
Event relationship,Stopped attending,94,57,importance,Events with larger attendance,2.73,29.8,13.8,1.1,-16.0
Event relationship,"Attend, multiple times a year",91,57,importance,Events with larger attendance,2.95,24.2,26.4,3.3,2.2
Event relationship,"Attend, annually or occasionally",90,57,importance,Events with larger attendance,2.96,26.7,27.8,6.7,1.1
Event relationship,"Never attended, would like to",28,57,importance,Events with larger attendance,2.64,32.1,14.3,3.6,-17.9
Event relationship,All respondents,431,57,importance,"Hard skill development (technical instruction, workshops, etc.)",3.37,18.1,52.9,11.8,34.8
Event relationship,"Never attended, not interested",120,57,importance,"Hard skill development (technical instruction, workshops, etc.)",3.26,15.8,47.5,6.7,31.7
Event relationship,Stopped attending,94,57,importance,"Hard skill development (technical instruction, workshops, etc.)",3.51,18.1,60.6,18.1,42.6
Event relationship,"Attend, multiple times a year",91,57,importance,"Hard skill development (technical instruction, workshops, etc.)",3.31,20.9,46.2,12.1,25.3
Event relationship,"Attend, annually or occasionally",90,57,importance,"Hard skill development (technical instruction, workshops, etc.)",3.48,17.8,58.9,14.4,41.1
Event relationship,"Never attended, would like to",28,57,importance,"Hard skill development (technical instruction, workshops, etc.)",3.29,17.9,57.1,0.0,39.3
Event relationship,All respondents,431,57,importance,"Soft skill development (business development, personal development, etc.)",3.08,24.8,38.5,6.7,13.7
Event relationship,"Never attended, not interested",120,57,importance,"Soft skill development (business development, personal development, etc.)",2.84,28.3,27.5,2.5,-0.8
Event relationship,Stopped attending,94,57,importance,"Soft skill development (business development, personal development, etc.)",3.27,22.3,45.7,10.6,23.4
Event relationship,"Attend, multiple times a year",91,57,importance,"Soft skill development (business development, personal development, etc.)",3.18,20.9,40.7,8.8,19.8
Event relationship,"Attend, annually or occasionally",90,57,importance,"Soft skill development (business development, personal development, etc.)",3.13,25.6,44.4,7.8,18.9
Event relationship,"Never attended, would like to",28,57,importance,"Soft skill development (business development, personal development, etc.)",3.07,25.0,39.3,0.0,14.3
Event relationship,All respondents,431,57,importance,Topics of sessions / panels,3.69,11.1,67.3,18.6,56.1
Event relationship,"Never attended, not interested",120,57,importance,Topics of sessions / panels,3.55,13.3,60.0,19.2,46.7
Event relationship,Stopped attending,94,57,importance,Topics of sessions / panels,4.05,5.3,84.0,28.7,78.7
Event relationship,"Attend, multiple times a year",91,57,importance,Topics of sessions / panels,3.52,13.2,58.2,12.1,45.1
Event relationship,"Attend, annually or occasionally",90,57,importance,Topics of sessions / panels,3.64,12.2,65.6,14.4,53.3
Event relationship,"Never attended, would like to",28,57,importance,Topics of sessions / panels,3.82,7.1,78.6,14.3,71.4
Event relationship,All respondents,431,57,importance,Particular speakers / keynotes,3.14,21.8,38.7,7.7,16.9
Event relationship,"Never attended, not interested",120,57,importance,Particular speakers / keynotes,2.82,29.2,23.3,4.2,-5.8
Event relationship,Stopped attending,94,57,importance,Particular speakers / keynotes,3.41,13.8,51.1,9.6,37.2
Event relationship,"Attend, multiple times a year",91,57,importance,Particular speakers / keynotes,3.31,13.2,44.0,7.7,30.8
Event relationship,"Attend, annually or occasionally",90,57,importance,Particular speakers / keynotes,3.06,28.9,37.8,6.7,8.9
Event relationship,"Never attended, would like to",28,57,importance,Particular speakers / keynotes,3.46,17.9,57.1,17.9,39.3
Event relationship,All respondents,431,57,importance,Meeting professional development requirements,2.83,32.0,28.8,7.0,-3.2
Event relationship,"Never attended, not interested",120,57,importance,Meeting professional development requirements,2.48,42.5,15.8,1.7,-26.7
Event relationship,Stopped attending,94,57,importance,Meeting professional development requirements,2.81,33.0,26.6,8.5,-6.4
Event relationship,"Attend, multiple times a year",91,57,importance,Meeting professional development requirements,2.99,28.6,35.2,9.9,6.6
Event relationship,"Attend, annually or occasionally",90,57,importance,Meeting professional development requirements,3.18,22.2,43.3,10.0,21.1
Event relationship,"Never attended, would like to",28,57,importance,Meeting professional development requirements,2.89,21.4,28.6,3.6,7.1
Event relationship,All respondents,431,57,importance,Networking opportunities,3.65,14.2,60.6,25.1,46.4
Event relationship,"Never attended, not interested",120,57,importance,Networking opportunities,2.91,28.3,30.8,4.2,2.5
Event relationship,Stopped attending,94,57,importance,Networking opportunities,3.73,12.8,63.8,26.6,51.1
Event relationship,"Attend, multiple times a year",91,57,importance,Networking opportunities,4.24,4.4,84.6,46.2,80.2
Event relationship,"Attend, annually or occasionally",90,57,importance,Networking opportunities,4.04,6.7,81.1,33.3,74.4
Event relationship,"Never attended, would like to",28,57,importance,Networking opportunities,3.46,10.7,42.9,17.9,32.1
Event relationship,All respondents,431,57,importance,Community development/engagement,3.61,11.8,61.5,18.3,49.7
Event relationship,"Never attended, not interested",120,57,importance,Community development/engagement,2.91,26.7,31.7,2.5,5.0
Event relationship,Stopped attending,94,57,importance,Community development/engagement,3.66,9.6,64.9,13.8,55.3
Event relationship,"Attend, multiple times a year",91,57,importance,Community development/engagement,4.1,4.4,81.3,37.4,76.9
Event relationship,"Attend, annually or occasionally",90,57,importance,Community development/engagement,4.07,3.3,81.1,28.9,77.8
Event relationship,"Never attended, would like to",28,57,importance,Community development/engagement,3.71,0.0,60.7,10.7,60.7
Event relationship,All respondents,431,57,importance,Cost of ticket,3.44,19.5,54.5,17.6,35.0
Event relationship,"Never attended, not interested",120,57,importance,Cost of ticket,3.49,17.5,55.0,22.5,37.5
Event relationship,Stopped attending,94,57,importance,Cost of ticket,3.7,12.8,66.0,23.4,53.2
Event relationship,"Attend, multiple times a year",91,57,importance,Cost of ticket,3.11,28.6,41.8,9.9,13.2
Event relationship,"Attend, annually or occasionally",90,57,importance,Cost of ticket,3.28,24.4,48.9,10.0,24.4
Event relationship,"Never attended, would like to",28,57,importance,Cost of ticket,3.96,3.6,75.0,25.0,71.4
Event relationship,All respondents,431,57,importance,"Cost of attendance (travel, housing, etc.)",3.9,11.4,72.4,34.3,61.0
Event relationship,"Never attended, not interested",120,57,importance,"Cost of attendance (travel, housing, etc.)",3.76,14.2,66.7,33.3,52.5
Event relationship,Stopped attending,94,57,importance,"Cost of attendance (travel, housing, etc.)",4.15,10.6,78.7,51.1,68.1
Event relationship,"Attend, multiple times a year",91,57,importance,"Cost of attendance (travel, housing, etc.)",3.71,15.4,68.1,22.0,52.7
Event relationship,"Attend, annually or occasionally",90,57,importance,"Cost of attendance (travel, housing, etc.)",3.99,6.7,75.6,31.1,68.9
Event relationship,"Never attended, would like to",28,57,importance,"Cost of attendance (travel, housing, etc.)",4.18,0.0,82.1,35.7,82.1
Event relationship,All respondents,431,59,sentiment,"Right now, how do you generally feel about open source software?",4.16,3.9,81.7,39.4,77.7
Event relationship,"Never attended, not interested",120,59,sentiment,"Right now, how do you generally feel about open source software?",4.15,6.7,82.5,42.5,75.8
Event relationship,Stopped attending,94,59,sentiment,"Right now, how do you generally feel about open source software?",4.02,3.2,76.6,28.7,73.4
Event relationship,"Attend, multiple times a year",91,59,sentiment,"Right now, how do you generally feel about open source software?",4.35,1.1,85.7,50.5,84.6
Event relationship,"Attend, annually or occasionally",90,59,sentiment,"Right now, how do you generally feel about open source software?",4.12,4.4,80.0,36.7,75.6
Event relationship,"Never attended, would like to",28,59,sentiment,"Right now, how do you generally feel about open source software?",4.29,3.6,89.3,42.9,85.7
Event relationship,All respondents,431,62,importance,Open source software,4.59,1.2,93.5,68.0,92.3
Event relationship,"Never attended, not interested",120,62,importance,Open source software,4.64,0.0,93.3,70.8,93.3
Event relationship,Stopped attending,94,62,importance,Open source software,4.54,1.1,90.4,66.0,89.4
Event relationship,"Attend, multiple times a year",91,62,importance,Open source software,4.65,2.2,95.6,73.6,93.4
Event relationship,"Attend, annually or occasionally",90,62,importance,Open source software,4.62,0.0,95.6,66.7,95.6
Event relationship,"Never attended, would like to",28,62,importance,Open source software,4.46,3.6,92.9,57.1,89.3
Event relationship,All respondents,431,62,importance,Open source values (whatever that means to you)required,4.51,3.2,91.9,64.3,88.6
Event relationship,"Never attended, not interested",120,62,importance,Open source values (whatever that means to you)required,4.58,1.7,91.7,69.2,90.0
Event relationship,Stopped attending,94,62,importance,Open source values (whatever that means to you)required,4.5,4.3,91.5,64.9,87.2
Event relationship,"Attend, multiple times a year",91,62,importance,Open source values (whatever that means to you)required,4.54,2.2,91.2,67.0,89.0
Event relationship,"Attend, annually or occasionally",90,62,importance,Open source values (whatever that means to you)required,4.48,4.4,93.3,60.0,88.9
Event relationship,"Never attended, would like to",28,62,importance,Open source values (whatever that means to you)required,4.43,3.6,92.9,53.6,89.3
Event relationship,All respondents,431,62,importance,The sustainability of open source projects,4.58,1.2,93.3,66.6,92.1
Event relationship,"Never attended, not interested",120,62,importance,The sustainability of open source projects,4.66,0.8,94.2,73.3,93.3
Event relationship,Stopped attending,94,62,importance,The sustainability of open source projects,4.54,1.1,93.6,62.8,92.6
Event relationship,"Attend, multiple times a year",91,62,importance,The sustainability of open source projects,4.59,1.1,91.2,70.3,90.1
Event relationship,"Attend, annually or occasionally",90,62,importance,The sustainability of open source projects,4.57,1.1,93.3,64.4,92.2
Event relationship,"Never attended, would like to",28,62,importance,The sustainability of open source projects,4.54,0.0,96.4,57.1,96.4
Event relationship,All respondents,431,62,importance,Open source in WordPress,4.51,2.8,92.1,63.1,89.3
Event relationship,"Never attended, not interested",120,62,importance,Open source in WordPress,4.42,3.3,90.8,55.8,87.5
Event relationship,Stopped attending,94,62,importance,Open source in WordPress,4.44,4.3,88.3,62.8,84.0
Event relationship,"Attend, multiple times a year",91,62,importance,Open source in WordPress,4.67,0.0,95.6,71.4,95.6
Event relationship,"Attend, annually or occasionally",90,62,importance,Open source in WordPress,4.51,3.3,92.2,64.4,88.9
Event relationship,"Never attended, would like to",28,62,importance,Open source in WordPress,4.71,0.0,100.0,71.4,100.0
Event relationship,All respondents,431,62,importance,Open source in AI,3.24,29.2,50.1,27.4,20.9
Event relationship,"Never attended, not interested",120,62,importance,Open source in AI,2.39,55.0,28.3,16.7,-26.7
Event relationship,Stopped attending,94,62,importance,Open source in AI,3.15,28.7,46.8,22.3,18.1
Event relationship,"Attend, multiple times a year",91,62,importance,Open source in AI,3.93,12.1,72.5,37.4,60.4
Event relationship,"Attend, annually or occasionally",90,62,importance,Open source in AI,3.76,14.4,58.9,38.9,44.4
Event relationship,"Never attended, would like to",28,62,importance,Open source in AI,3.36,21.4,53.6,25.0,32.1
Event relationship,All respondents,431,67,sentiment,"Right now, how do you generally feel about AI in the tech industry?",2.6,46.2,31.1,10.0,-15.1
Event relationship,"Never attended, not interested",120,67,sentiment,"Right now, how do you generally feel about AI in the tech industry?",1.64,80.0,13.3,4.2,-66.7
Event relationship,Stopped attending,94,67,sentiment,"Right now, how do you generally feel about AI in the tech industry?",2.53,45.7,25.5,9.6,-20.2
Event relationship,"Attend, multiple times a year",91,67,sentiment,"Right now, how do you generally feel about AI in the tech industry?",3.38,19.8,48.4,14.3,28.6
Event relationship,"Attend, annually or occasionally",90,67,sentiment,"Right now, how do you generally feel about AI in the tech industry?",3.19,25.6,42.2,14.4,16.7
Event relationship,"Never attended, would like to",28,67,sentiment,"Right now, how do you generally feel about AI in the tech industry?",2.54,53.6,35.7,7.1,-17.9
Event relationship,All respondents,431,68,sentiment,"Right now, how do you generally feel about AI in WordPress?",2.35,49.9,16.9,3.9,-32.9
Event relationship,"Never attended, not interested",120,68,sentiment,"Right now, how do you generally feel about AI in WordPress?",1.41,84.2,2.5,0.0,-81.7
Event relationship,Stopped attending,94,68,sentiment,"Right now, how do you generally feel about AI in WordPress?",2.24,54.3,10.6,3.2,-43.6
Event relationship,"Attend, multiple times a year",91,68,sentiment,"Right now, how do you generally feel about AI in WordPress?",3.05,23.1,30.8,4.4,7.7
Event relationship,"Attend, annually or occasionally",90,68,sentiment,"Right now, how do you generally feel about AI in WordPress?",2.96,26.7,30.0,7.8,3.3
Event relationship,"Never attended, would like to",28,68,sentiment,"Right now, how do you generally feel about AI in WordPress?",2.39,50.0,14.3,10.7,-35.7
Event relationship,All respondents,431,69,sentiment,"Right now, how do you generally feel about AI in web development (vibe coding, agentic development, etc.)?",2.7,44.8,34.6,12.5,-10.2
Event relationship,"Never attended, not interested",120,69,sentiment,"Right now, how do you generally feel about AI in web development (vibe coding, agentic development, etc.)?",1.66,78.3,13.3,2.5,-65.0
Event relationship,Stopped attending,94,69,sentiment,"Right now, how do you generally feel about AI in web development (vibe coding, agentic development, etc.)?",2.64,46.8,30.9,10.6,-16.0
Event relationship,"Attend, multiple times a year",91,69,sentiment,"Right now, how do you generally feel about AI in web development (vibe coding, agentic development, etc.)?",3.47,22.0,53.8,20.9,31.9
Event relationship,"Attend, annually or occasionally",90,69,sentiment,"Right now, how do you generally feel about AI in web development (vibe coding, agentic development, etc.)?",3.36,21.1,47.8,18.9,26.7
Event relationship,"Never attended, would like to",28,69,sentiment,"Right now, how do you generally feel about AI in web development (vibe coding, agentic development, etc.)?",2.64,46.4,32.1,14.3,-14.3
Contribution type,All respondents,431,19,agreement,I consider myself to be a contributor to the WordPress open source project.,3.04,37.1,42.0,17.6,4.9
Contribution type,No contribution work,197,19,agreement,I consider myself to be a contributor to the WordPress open source project.,2.04,68.0,8.1,0.5,-59.9
Contribution type,Community and code work,112,19,agreement,I consider myself to be a contributor to the WordPress open source project.,4.28,5.4,86.6,49.1,81.2
Contribution type,Community work only,87,19,agreement,I consider myself to be a contributor to the WordPress open source project.,3.36,23.0,48.3,14.9,25.3
Contribution type,Code / project work only,35,19,agreement,I consider myself to be a contributor to the WordPress open source project.,3.94,0.0,74.3,20.0,74.3
Contribution type,All respondents,431,22,agreement,I consider myself to be a member of the WordPress community.,3.88,12.3,71.5,32.9,59.2
Contribution type,No contribution work,197,22,agreement,I consider myself to be a member of the WordPress community.,3.24,23.9,48.7,7.6,24.9
Contribution type,Community and code work,112,22,agreement,I consider myself to be a member of the WordPress community.,4.54,1.8,92.0,65.2,90.2
Contribution type,Community work only,87,22,agreement,I consider myself to be a member of the WordPress community.,4.4,2.3,92.0,50.6,89.7
Contribution type,Code / project work only,35,22,agreement,I consider myself to be a member of the WordPress community.,4.06,5.7,82.9,28.6,77.1
Contribution type,All respondents,431,28,sentiment,"Right now, how do you feel overall about the WordPress open source project?",2.87,38.1,32.7,4.6,-5.3
Contribution type,No contribution work,197,28,sentiment,"Right now, how do you feel overall about the WordPress open source project?",2.68,46.2,27.4,4.1,-18.8
Contribution type,Community and code work,112,28,sentiment,"Right now, how do you feel overall about the WordPress open source project?",3.1,28.6,41.1,5.4,12.5
Contribution type,Community work only,87,28,sentiment,"Right now, how do you feel overall about the WordPress open source project?",2.99,34.5,33.3,6.9,-1.1
Contribution type,Code / project work only,35,28,sentiment,"Right now, how do you feel overall about the WordPress open source project?",2.91,31.4,34.3,0.0,2.9
Contribution type,All respondents,431,31,sentiment,How do you feel about the future of the WordPress open source project?,2.8,39.0,24.4,5.1,-14.6
Contribution type,No contribution work,197,31,sentiment,How do you feel about the future of the WordPress open source project?,2.54,48.7,14.7,2.5,-34.0
Contribution type,Community and code work,112,31,sentiment,How do you feel about the future of the WordPress open source project?,3.1,25.9,38.4,6.2,12.5
Contribution type,Community work only,87,31,sentiment,How do you feel about the future of the WordPress open source project?,2.93,35.6,25.3,9.2,-10.3
Contribution type,Code / project work only,35,31,sentiment,How do you feel about the future of the WordPress open source project?,2.94,34.3,31.4,5.7,-2.9
Contribution type,All respondents,431,34,importance,WordPress open source software,4.58,1.4,94.0,65.4,92.6
Contribution type,No contribution work,197,34,importance,WordPress open source software,4.52,1.5,92.4,61.4,90.9
Contribution type,Community and code work,112,34,importance,WordPress open source software,4.67,0.9,96.4,72.3,95.5
Contribution type,Community work only,87,34,importance,WordPress open source software,4.59,2.3,93.1,67.8,90.8
Contribution type,Code / project work only,35,34,importance,WordPress open source software,4.57,0.0,97.1,60.0,97.1
Contribution type,All respondents,431,34,importance,The WordPress community,4.13,7.0,80.3,41.8,73.3
Contribution type,No contribution work,197,34,importance,The WordPress community,3.73,11.2,64.5,23.4,53.3
Contribution type,Community and code work,112,34,importance,The WordPress community,4.52,3.6,93.8,63.4,90.2
Contribution type,Community work only,87,34,importance,The WordPress community,4.47,2.3,93.1,56.3,90.8
Contribution type,Code / project work only,35,34,importance,The WordPress community,4.26,5.7,94.3,40.0,88.6
Contribution type,All respondents,431,34,importance,WordPress events and meetups,3.26,26.7,50.1,19.5,23.4
Contribution type,No contribution work,197,34,importance,WordPress events and meetups,2.59,42.1,26.9,4.6,-15.2
Contribution type,Community and code work,112,34,importance,WordPress events and meetups,3.98,11.6,76.8,38.4,65.2
Contribution type,Community work only,87,34,importance,WordPress events and meetups,3.72,16.1,62.1,31.0,46.0
Contribution type,Code / project work only,35,34,importance,WordPress events and meetups,3.51,14.3,65.7,14.3,51.4
Contribution type,All respondents,431,34,importance,Contributing to WordPress,3.31,18.8,45.7,13.9,26.9
Contribution type,No contribution work,197,34,importance,Contributing to WordPress,2.82,27.4,23.9,2.5,-3.6
Contribution type,Community and code work,112,34,importance,Contributing to WordPress,4.0,5.4,74.1,33.9,68.8
Contribution type,Community work only,87,34,importance,Contributing to WordPress,3.38,19.5,48.3,14.9,28.7
Contribution type,Code / project work only,35,34,importance,Contributing to WordPress,3.66,11.4,71.4,11.4,60.0
Contribution type,All respondents,431,34,importance,Open source values,4.48,2.6,90.7,61.9,88.2
Contribution type,No contribution work,197,34,importance,Open source values,4.45,2.5,90.4,58.4,87.8
Contribution type,Community and code work,112,34,importance,Open source values,4.63,1.8,95.5,70.5,93.8
Contribution type,Community work only,87,34,importance,Open source values,4.31,3.4,82.8,55.2,79.3
Contribution type,Code / project work only,35,34,importance,Open source values,4.63,2.9,97.1,71.4,94.3
Contribution type,All respondents,431,34,importance,AI in WordPress,2.47,52.7,29.0,12.8,-23.7
Contribution type,No contribution work,197,34,importance,AI in WordPress,2.05,67.0,18.8,11.2,-48.2
Contribution type,Community and code work,112,34,importance,AI in WordPress,2.96,37.5,42.9,14.3,5.4
Contribution type,Community work only,87,34,importance,AI in WordPress,2.78,40.2,35.6,13.8,-4.6
Contribution type,Code / project work only,35,34,importance,AI in WordPress,2.54,51.4,25.7,14.3,-25.7
Contribution type,All respondents,431,34,importance,Security in WordPress,4.68,1.4,95.1,75.6,93.7
Contribution type,No contribution work,197,34,importance,Security in WordPress,4.72,1.5,96.4,77.7,94.9
Contribution type,Community and code work,112,34,importance,Security in WordPress,4.68,0.9,94.6,75.0,93.8
Contribution type,Community work only,87,34,importance,Security in WordPress,4.64,1.1,92.0,74.7,90.8
Contribution type,Code / project work only,35,34,importance,Security in WordPress,4.6,2.9,97.1,68.6,94.3
Contribution type,All respondents,431,34,importance,Web standards and compliance,4.57,1.6,93.7,65.9,92.1
Contribution type,No contribution work,197,34,importance,Web standards and compliance,4.61,1.0,94.9,68.5,93.9
Contribution type,Community and code work,112,34,importance,Web standards and compliance,4.58,1.8,93.8,67.0,92.0
Contribution type,Community work only,87,34,importance,Web standards and compliance,4.52,2.3,93.1,62.1,90.8
Contribution type,Code / project work only,35,34,importance,Web standards and compliance,4.4,2.9,88.6,57.1,85.7
Contribution type,All respondents,431,34,importance,WordPress leadership,4.04,8.1,73.8,43.4,65.7
Contribution type,No contribution work,197,34,importance,WordPress leadership,3.9,8.1,67.0,37.1,58.9
Contribution type,Community and code work,112,34,importance,WordPress leadership,4.18,7.1,82.1,46.4,75.0
Contribution type,Community work only,87,34,importance,WordPress leadership,4.23,8.0,79.3,56.3,71.3
Contribution type,Code / project work only,35,34,importance,WordPress leadership,3.89,11.4,71.4,37.1,60.0
Contribution type,All respondents,431,34,importance,WordPress governance,4.17,5.8,76.6,50.8,70.8
Contribution type,No contribution work,197,34,importance,WordPress governance,4.08,6.1,73.6,46.2,67.5
Contribution type,Community and code work,112,34,importance,WordPress governance,4.26,5.4,81.2,53.6,75.9
Contribution type,Community work only,87,34,importance,WordPress governance,4.3,4.6,80.5,57.5,75.9
Contribution type,Code / project work only,35,34,importance,WordPress governance,4.06,8.6,68.6,51.4,60.0
Contribution type,All respondents,431,34,importance,"Business issues (mergers & acquisitions, product ecosystem, private equity investment, etc.)",3.14,25.5,41.5,12.5,16.0
Contribution type,No contribution work,197,34,importance,"Business issues (mergers & acquisitions, product ecosystem, private equity investment, etc.)",3.03,27.9,37.6,11.2,9.6
Contribution type,Community and code work,112,34,importance,"Business issues (mergers & acquisitions, product ecosystem, private equity investment, etc.)",3.14,26.8,41.1,12.5,14.3
Contribution type,Community work only,87,34,importance,"Business issues (mergers & acquisitions, product ecosystem, private equity investment, etc.)",3.4,17.2,51.7,16.1,34.5
Contribution type,Code / project work only,35,34,importance,"Business issues (mergers & acquisitions, product ecosystem, private equity investment, etc.)",3.09,28.6,40.0,11.4,11.4
Contribution type,All respondents,431,34,importance,Enterprise/scale issues,3.13,24.8,40.1,11.1,15.3
Contribution type,No contribution work,197,34,importance,Enterprise/scale issues,2.91,29.9,31.5,7.1,1.5
Contribution type,Community and code work,112,34,importance,Enterprise/scale issues,3.3,22.3,50.0,15.2,27.7
Contribution type,Community work only,87,34,importance,Enterprise/scale issues,3.29,19.5,43.7,14.9,24.1
Contribution type,Code / project work only,35,34,importance,Enterprise/scale issues,3.34,17.1,48.6,11.4,31.4
Contribution type,All respondents,431,34,importance,Collaboration with the greater open source ecosystem,3.82,8.8,67.7,26.0,58.9
