question_number,column_role,export_column,response,count,pct_of_431,pct_of_answered,note
70,option,Bespoke plugin/theme development for clients,Bespoke plugin/theme development for clients,92,21.35,100.0,
70,option,Bespoke plugin/theme development for yourself/your work,Bespoke plugin/theme development for yourself/your work,114,26.45,100.0,
70,option,Commercial product development -- plugins or themes,Commercial product development -- plugins or themes,77,17.87,100.0,
70,option,Internal / external communications (duplicate export column),Internal / external communications,157,36.43,100.0,unreliable export column - see LIMITATIONS 5b
70,option,Agentic site management / development (mixed export column),Agentic site management,44,10.21,58.67,unreliable export column - see LIMITATIONS 5b
70,option,Agentic site management / development (mixed export column),Agentic site development,31,7.19,41.33,unreliable export column - see LIMITATIONS 5b
70,option,Agentic site development (mislabeled 'Other' in export),Agentic site development,68,15.78,100.0,unreliable export column - see LIMITATIONS 5b
71,question,"With regard to AI's current impact on your work or income, which of the following are true for you?",AI has had a positive impact on my work or income,153,35.5,35.5,
71,question,"With regard to AI's current impact on your work or income, which of the following are true for you?",AI has not significantly impacted my work or income,141,32.71,32.71,
71,question,"With regard to AI's current impact on your work or income, which of the following are true for you?",AI has had a negative impact on my work or income,110,25.52,25.52,
71,question,"With regard to AI's current impact on your work or income, which of the following are true for you?",Other (please describe),27,6.26,6.26,
72,free text,"Describe how AI has impacted your income, job security, or client base:",(free text - not published),25,5.8,,
73,question,"With regard to AI's future impact on your work or income, which of the following are true for you?",AI will probably negatively impact my work or income in the future,203,47.1,47.1,
73,question,"With regard to AI's future impact on your work or income, which of the following are true for you?",AI will probably positively impact my work or income in the future,145,33.64,33.64,
73,question,"With regard to AI's future impact on your work or income, which of the following are true for you?",AI will probably not impact my work or income in the future,51,11.83,11.83,
73,question,"With regard to AI's future impact on your work or income, which of the following are true for you?",Other (please describe),32,7.42,7.42,
74,free text,How do you think AI will impact your work or income in the future?,(free text - not published),30,6.96,,
75,free text,"Is there anything else you'd like to share about how you're feeling about WordPress, the community, open source, or the greater tech industry?",(free text - not published),134,31.09,,
76,question,May we publicly cite and/or publish your free-written comments?,My free-written comments may be publicly cited and/or published,280,64.97,65.88,
76,question,May we publicly cite and/or publish your free-written comments?,My free-written comments may not be publicly cited and/or published,131,30.39,30.82,
76,question,May we publicly cite and/or publish your free-written comments?,Some of my free-written comments may be publicly cited and/or published,14,3.25,3.29,
77,free text,Which of your free-written comments may we cite and/or publish?,(free text - not published),4,0.93,,
